headline,word1,word2,joke,label
代码与评论不一致可能均存错误,发现,错误,如果代码和评论不一致，两者都可能是错误的。,0
蜜月竟是约会与辩论的中间状态,徘徊,蜜月,蜜月是约会和辩论之间短暂的徘徊。,1
父亲问女儿如何听话，女儿反问：您都不知道？,知道,听话,女儿调皮，气得我不行。实在是没办法了，我问她：“你要我怎样你才听话？” 她居然想都不想，就说：“您都不知道，我怎么知道？”,1
美式选举奇葩对比：总统仅两人选，小姐却有五十,选择,总统,为什么美国人只选择两个人竞选总统，50个选择美国小姐？,1
薪水存银行却嫌太少,拿到,薪水,我必须把薪水拿到银行。它本身太少了。,1
孔子建议闭嘴避免显得愚蠢,闭嘴,愚蠢,孔子说：最好闭嘴，看起来愚蠢而不是张开嘴，消除所有怀疑。,1
老人自称已90岁惊呆医生,喊,健康,一个老头去看病，大夫详细地检查老头的身体后说：亲爱的，你真健康，你可以活到90岁！ 我已经90岁了！老头大喊。 您瞧，我给你算得多准！,1
读鲁迅却做鲁迅笔下之人,做,人,好多人读着鲁迅，却做着鲁迅笔下的人。,1
经理称保险柜已彻底检查无物,检查,保险柜,警察：保险柜检查没有？ 经理：已经彻底检查过了，他没有在里面。,1
没时间时如何放松,放松,时间,花时间放松，特别是当你没有时间的时候。,1
投资需用蜡笔画清思路,投资,想法,永远不要投资任何你无法用蜡笔说明的想法。,1
网友爆料老大将无法线下见面只能下载,下载,老大,一哥们突然爆出句惊人之语： 老大以后再见到你，估计只能下载啦！,1
学生作文对比引发幽默回答,觉得,作文,小学语文课上，老师问一女生：你觉得是你的作文写得好还是他的好呢？ 小女孩答到：他好，我也好。,1
守密者获更多秘密,守住,秘密,只有守得住秘密的人才能得到更多的秘密。,1
房价飙升导致好男人减少,越来越高,好男人,房价越来越高，所以，好男人越来越少。,1
奇葩车牌引怒车主,说道,车牌,今天和BF逛街，在路上看到一辆车，车牌是488L8，我顺口说道，你瞧这倒霉车牌，“死爸爸了吧”。 说完发现车主坐在车里怒视着我，赶快撒腿就跑。,1
孩子误以为电话是小洞,哭,小洞,一个小女孩第一次在电话里听到她父亲的声音时，便大声哭了起来，她母亲问道：孩子，怎么啦？ 妈妈，小女孩哭道，我们怎样才能把爸爸从这样的小洞眼里救出来呢？,1
专辑深夜教学引发口吃尴尬,记录,西班牙语,我买了一张专辑，在你睡觉的时候教你西班牙语。在夜间记录跳过，所以现在我只能用西班牙语口吃。,1
宇宙目标低下引热议,说,目标,如果我们的物种在宇宙中是独一无二的，那么我不得不说宇宙的目标相当低而且很少稳定。,1
花前月下不如花钱日下,花钱,日下,花前月下 不如花钱日下。,1
老师感谢周引发师生关注,感谢,一周,这是老师感谢周，不是吗？我不想在你的一周给你带来负担。,0
泼水节上误将开水当祝福,泼,开水,泼水节上，大家彼此泼水祝福，忽听一人骂道：妈的，谁泼我？旁人劝道：泼你是祝福你。骂人者道：少来这套，谁刚才拿开水泼我来着？,1
女士咨询用药问题,咨询,用药,一位女士进入医生办公室询问有关她用药的问题。,0
学生误接电话引哄堂大笑,接过,电话,上学的时候，有一天一个电话找我，同学接完递给我说：你妈妈的。 我一边接过电话一边随口说到：男的女的，大家狂笑，我被笑了4年。,1
推销员送礼后反问客户姓氏,收下,贵姓,一个推销员到客户王经理家送礼，王经理痛快的收下了，激动的推销员在出门走的时候说：老王您贵姓。,1
超市扫码误将猪蹄显示为猪头肉,放,猪头,我那天在超市看见一个看帖不回帖的人，他悄悄D把手放在条码扫描器上，只见屏幕显示：猪蹄8元，他以为机器坏了，把脸凑过去，结果屏幕上显示：猪头肉5元。,1
女性为何因错误之人而堕落,堕落,错误,女人为什么总是因为那种错误的人而堕落？,0
迷失与位置的真相,在乎,位置,如果你不在乎你在哪里，你就不会迷失。,0
警官鉴定为希拉里笔迹,回答,笔迹,警官回答说先生，这是希拉里的笔迹。,0
男子用贴片戒烟却把六片放嘴边,放,贴片,我最后通过使用贴片戒烟。我把六个放在嘴边。,1
学生清华后报复班主任被曝光,织网,猴皮筋,高中时，班主任常开导我说：“美女多如过江之鲫，你现在只需好好织网！” 考上清华后我想拿猴皮筋弹他家玻璃……,1
人们打破七年坏运气纪录,打破,运气,每个人都打破了超过七年的运气不佳的分配，以覆盖整个一生中的糟糕运气。,0
王夫人婚前被误称周夫人陆夫人,称呼,夫人,甲：“王夫人结婚前，大家都称呼她什么？” 乙：“周夫人，陆夫人……”,1
法国女孩书店交流遭遇双语文盲困境,开始,语言,星期五，我在书店，我开始和一个法国女孩说话。她是双语文盲 - 她不能用两种不同的语言阅读。,0
老师质疑眼镜漆脱问题，老板反称其具腐蚀性,脱掉,镜框,黄老师走进眼镜店，他问老板：“我的镜框脱掉漆，你卖的眼镜是不是质量有问题？” 老板说：“我的眼镜没问题，而是你这个人具有腐蚀性。”,1
有钱人用鬼推磨，没钱人用驴拉磨,推,磨,有钱和没钱的区别是，没钱的用驴拉磨，有钱的用鬼推磨。,1
知道答案的人从不被提问,知道,问题,知道所有答案的人永远不会被问到问题。,1
大学里最久的是及格文化,喊,六十分,甲问乙：“你知道大学里什么保持最久？” 乙说：“校风。” 甲说：“不对，及格最长久，历届学生都喊六十分万岁。”,1
丈夫问保险理赔，被告知二十年徒刑,得,徒刑,"一个先生帮他太太向保险公司买保险，签约完毕后,他问那个业务员:如果我太太今天晚上死了，我可以得多少？ 业务员回答道：大概二十年徒刑吧，先生！",1
加湿器与除湿机在圣诞夜展开对决,对抗,除湿机,去年圣诞节，我有一台加湿器和一台除湿机。我以为我会把它们放在同一个房间里，然后让它们对抗它。,1
女儿想回家，父亲却说看过了不用回,转,摄像头,室友和她老爸视频聊天，说想回家看看。 然后就见她爸拿着摄像头在家里转了一圈，结束后她爸说：“看过了吧？那就不用回来了。”,1
儿子买手机被宰，竟没给钱,买,手机,“孩儿他爸，咱儿子买手机被宰了！” “啊？他给了多少钱？” “他没给钱。”,1
女孩调侃拉面师傅：你拉什么我就吃什么,拉,面,拉面店柜台前，女孩正排队等候。 到她时，拉面师傅问：你要粗的还是细的？ 女孩答：你拉什么我就吃什么。,1
室友打呼噜引楼道灯亮一宿,打,呼噜,大学一室友打呼噜巨响， 有天早晨忽然问我们：“我昨晚是不是又打呼噜了？” 我下铺那哥们就说了：“你打没打呼噜我们不知道，反正楼道里声控灯亮了一宿！！”,1
狗妈妈跑得快，小狗只能跟着,跑,小狗,携同事幼女街边购物，见一时髦女郎发足飞奔，身畔一矮脚白狗慌不择路紧随其后。遂指令其目：看小狗跑得多快呀。 不料其神情不屑：狗妈妈跑得快小狗只好跟着跑啊。,1
别非要知道，烦恼自消,非要,知道,很多烦恼源于你非要知道。,1
穷人是心态，破产只是暂时,破产,穷人,我从来没有穷过，只是破产了。穷人是一种心态。破产是暂时的情况。,1
她自称乱室佳人，房间混乱成艺术,整理,房间,我不整理房间，我是乱室佳人。,1
食堂包子只剩皮，顾客误点包皮,买,包皮,食堂里，几个人谈论这里的包子只有皮而没有肉，商量完了，一个哥们就去买包子。 他估计是受了刚才的影响，说道：“师傅，给来几个包皮！ ”,1
司机紧开车致歉,开车,原谅,请原谅我在你面前如此紧密地开车。,0
现实握住手柄却总脱落,抓住,手柄,每当我抓住现实，手柄都会脱落。,1
男子复印手表称获得时间,复印,手表,我把手表复印了。现在我有时间。,0
姐姐夸机车骑手很机车,骑着,机车,姐姐说那个骑着机车的人真的很机车。,1
学生课堂睡觉被调侃,能睡,吵闹,老师：我上课，你不能睡觉。 杰吏（小声地）：我能睡，要是他们吵得不那么厉害的话。,1
立法机构会议期间安全无保障,没有,安全,在立法机构开会期间，没有人的生命，自由或财产是安全的。,1
病人因看护太瘦要求换医院,要求,看护,病人：我强烈要求换个看护。 医生：理由。 病人：她太瘦，抱不动我。 医生：她已经是我们医院最强壮的看护了。 病人：那么我要换个医院。,1
小明借题不还被列失信名单,借题,失信,小明借题发挥，所借之题至今仍未归还，当事人已被列上失信名单。,1
网友吐槽不丑不温柔的生活态度,准备,温柔,我不丑，但我也不准备温柔。,1
郑百文被误认是郑秀文哥哥,误认,郑百文,一日和老妈聊股，说到郑百文，一向喜欢唱歌的小妹很是纳闷，向我们发问道：郑百文是谁啊？随即做醒悟状，难道是郑秀文她哥？,1
网友看完帖子后未回复次日离世,看完,帖子,有个人看完此帖，没回，第二天就再也没醒来。,1
唐僧洗澡被嘲太脏，妖精自称洗洁精,洗澡,洗洁精,唐僧：“妖精，士可杀不可辱，要吃就吃，为何要和贫僧一起洗澡”。 妖精：“别误会，是你太脏，而本大王恰好是洗洁精。”,1
机会为何总敲门,敲门,诱惑,为什么机会总是敲门而且诱惑可以自由地走进去？,0
学生炫耀一毛钱引笑谈,炫耀,钱,一二货同学拿了张一毛钱在我面钱炫耀， 我说：“不就是一毛钱吗？你炫耀个毛啊。” 谁知他来了句：“你找的开吗？”,1
中年乐趣变工作,少得,乐趣,中年是工作的乐趣少得多 - 乐趣是更多的工作。,1
太卫三发现液态水和大气层,发现,水,我经过不断的观测研究发现太卫三上有液态水和大气层！,1
老牛仔提供良好建议,提出,建议,当一个牛仔太老而不能树立一个坏榜样时，他会提出好的建议。,0
放假后竟想上学引热议,想,上学,上学的时候天天想着放假，现在彻底放假了，到是又想上学了！,1
男子恋旧偏爱睡过被窝,喜欢,被窝,不是我不叠被子，主要是我恋旧，就是喜欢睡前一天睡过的被窝。非逼我把这个生活习惯问题上升到人格修养上来。,1
夫妻‘夫’字倒转成‘¥’引发养家讨论,倒转,夫字,为什么老公要负责挣钱养家？ 请把“夫妻”的“夫”字倒转来看怎么样？ 是不是“¥”啊？,1
杂交水稻亩产900公斤引农民感慨,多收,三五斗,袁公的杂交水稻已经亩产900公斤，农民伯伯在想，会不会“多收了三五斗”。,1
顾客退糖称含沙多，建议盖房子,含沙,房子,某食品店收到顾客退回的一磅糖，并附有一张纸条，上面写道：作为食用，含沙太多，盖房子吧，沙子不够。,1
新社会为何无包办婚姻,包办,婚姻,万恶的新社会啊，为什么你就没有包办婚姻了？,1
孩子表现优异，家长偏爱烧烤,喜欢,烧烤,孩子们很棒，但我喜欢吃烧烤。,0
女宿横幅引热议：成功女性的宣言,横幅,女性,某女宿横幅：今日华夏女生，明日成功女性。我个人觉得，这要是某男宿横幅就更有点意思。,1
学生作文惊人相似引老师质疑,写,作文,老师看了大强的作文，生气地问：大强，你写的作文《春游》怎么和大刚写的一个字都不差呀。 老师，那天我和大刚一直在一起，没有分开过呀！大强回答。,1
