headline,word1,word2,joke
外贸经理醉酒后吐露真实工作状态,喝酒,进出口,某君嗜酒，有酒必喝，喝酒必醉，醉酒必吐。 有客户问其做何工作。 一朋友代答：“搞外贸的，进出口部经理。”
同事聚餐被调侃哈利波特年龄,打扮,哈利波特,单位聚餐，我对一MM说：你今天打扮的很哈利波特啊。 那MM警惕地问道：哈利波特几？
幼童互诉爱意引热议,负责,未来,一个三岁小男孩拉着一个三岁小女孩的手说：我爱你。 小女孩说：你能为我的未来负责吗？ 小男孩说：当然能，我们都不是一两岁的人了！
软件随机添加功能引发争议,开发,功能,我的软件从来没有错误。它只是开发随机功能。
学生论文修改被老师点出年级错误,改成,08级,“老师，你看我论文哪里还需要改一下。” “……嗯，你把08级改成09级就可以了。”
宿舍背心窟窿数突变引热议,破产,窟窿,某日夜，A君洗完澡回宿舍，脱下背心一看，大惑不解：昨天明明是三个窟窿，怎么今天成了两个了。上铺漫不经心答到：很简单，一个破产以后被另两个兼并了。
学生幽默解释火箭运行原理,着了,屁股,老师：小明，火箭为什么会跑？ 小明：谁的屁股上着了火不跑呀！
吃饭习惯引发健康担忧,多吃,一口,一口吃不成胖子，吃饭时我总习惯多吃一口。
回锅肉炒饭竟无肉只余饭,回锅,炒饭,阿呆屋饭馆点了一份回锅肉炒饭，端上来一看，盘内只有炒饭，一点肉都没有。 阿呆怒而质问老板：“肉呢？” 老板答：“回锅了……”
员工吹口哨只唱快乐歌曲,吹,歌,我工作的时候会吹口哨，但我所知道的都是快乐的歌。
吃红萝卜防近视？医生回应小白兔带眼镜疑云,怀疑,眼镜,医生……请问一下……听说吃红萝卜可以预防近视是真的吗？ 你怀疑啊！……你有看过小白兔带眼镜喔？
患者称首度开刀心生恐惧,开刀,手术,躺在手术台上的患者，不安地对年轻医生说：我很害怕啊，这是我平生头一回开刀。 医生回答说：我也是平生头一回开刀呀。
玩具店男子疑问船模沉没真相,问,泰坦尼克,一名年轻男子在玩具店里仔细地挑选船模。他问店员：这艘船不会一下水就沉了吧？ 店员答道：当然会沉！您看中的这艘是‘泰坦尼克’号的模型。
比利时人捉迷藏遮眼睛,遮住,眼睛,比利时人如何玩捉迷藏？他们遮住了眼睛。
夫妻议事竟成‘听我’游戏,听,意见,听说你的夫人很厉害，你怕不怕她？ 不怕！ 为什么？ 因为我好商量，意见一致时她听我的，意见不一致时我听她的！
婚姻真相曝光：盲目爱情 vs 大开眼界,大开,眼界,爱情可能是盲目的，但婚姻真是令人大开眼界。
长椅打盹竟发现饭盆里有几毛钱,打盹,饭盆,"今天吃完饭,在校园里找了个长椅打了个盹,醒来居然发现饭盆里放了几毛钱。"
同桌笑话重复引发误会,讲,笑话,刚刚神采飞扬地给同桌讲了一个笑话。 讲完了我狂笑，他也狂笑。 笑完了他茫然地问我：“这是不是我昨天给你讲的那个笑话？”
学校广播误播五香裤头引学生惊慌,传来,裤头,一天，正在放学路上，走着走着忽然听到扩音器里传来：“五香裤头！！” 我被吓了一跳，走近一看，原来是“五香兔头！”
客厅装ATM机成人生梦想,放,ATM机,人生的终极梦想，客厅放一个ATM机。
学生因父亲迟到而延迟到校,迟到,父亲,老师问她：“你迟到了？” 她说：“我的爸爸迟到了，所以我迟到了。”
夫妻解读诗歌：诗的哥哥竟是丈夫,叫,诗歌,一次，儿子跑来问我：“妈妈，什么叫诗歌啊？” 刚要回答，我老公在旁边一本正经的说：“这都不知道，诗歌就是诗的哥哥呗！”
陆军回应敌我射程对等质疑,回应,射程,陆军：如果敌人在射程内，你也是如此。
富翁榜空缺，科学家选择上班,看,排行榜,美国幽默大师罗伯特·奥本说：每天早上起床后，我都看一遍福布斯美国富翁排行榜，如果上面没有我的名字，我就去上班。
说服自己反而导致错误,说服,错误,当你试图说服自己一些正确的事情时，通常是错误的。
青春消耗惊人像卫生纸,用着,卫生纸,青春就像卫生纸，看着挺多得，用着用着就不够了~
能力需兑现才有价值,兑现,能力,能力就像一张支票，除非兑现，否则没有价值。
睡觉戴眼镜引发网友热议,担心,眼镜,龙龙：飞飞，你睡觉时为什么还戴眼镜？ 飞飞：我的视力不佳，我担心做梦时看不清东西。
晋升贺卡暗藏刀具威胁,拿走,刀,贺卡：“恭喜你的晋升！在你走之前，你想把这把刀从我背上拿走吗？你可能会再次需要它。”
秘书作证被曝获200克郎和水貂皮大衣,获得,大衣,一个在破产商行当秘书的女子出庭作证。 法官严厉地问：你知道作伪证会得到什么结果吗？知道，上司说给200克郎和一件水貂皮的大衣。
婚姻中的感受如何变成忍受,变成,忍受,爱变成婚姻，无非就是慢慢的把感受变成忍受，其中还可能夹杂无法预料的承受。
夫妻闹剧：扔东西被调侃,挑出,东西,小王急忙阻拦，说：“你看，窗上写着‘请勿往窗外扔东西’！” 老婆想了想，把东风西风挑出来，剩下的哗啦丢了下去……
模特被误称带奶酪引发热议,称为,奶酪,当你将巴黎的超级模特称为带有奶酪的四分之一磅的时候，你知道你有问题。
朱莉娅五分钟内偷走钱包,偷走,钱包,朱莉娅 - 无辜的脸，不要相信她，她会在五分钟内偷走你的钱包。
坏榜样成新潮,当作,榜样,你并非完全没有价值......我至少可以把你作为一个坏榜样。
夫妻互揭意志薄弱,发现,意志,丈夫：结婚多年，我发现你是个意志薄弱的人。你觉得我怎么样？ 妻子：我觉得你根本没有意志。
男友问女友是否第一次，她反问为何总问此问题,问,第一次,和新交的女朋友开房，我问她：“你是第一次吗？” 她说：“当然是啦。怎么你们男人都喜欢在这种时候问这种问题啊。”
公交上放屁被识破,挥手,屁,我在公交车上放了一个屁，见身边的纷纷挥手，表情痛苦，我也挥挥手。 旁边的女士扭过头对我说：你就不要装了。
医生诊断脚气老爸秒懂,吓坏,脚气,得到诊断报告：真菌弥漫性感染多细胞综合症，吓坏了。 打电话给老爸，老爸听了我的描述，说道：怕个锤子，这不是脚气是啥子。
穿搭过界引热议：性感过头成坐台,穿,性感,穿潮了，潮过头就是非主流，穿性感，性感过头就是坐台的。
夫妻吐槽餐厅服务员加菜荒唐事,加菜,鱼刺,妻子：快点吃吧，不然饭馆的服务员要给咱们加菜了！ 丈夫：加什么菜？ 妻子：你没有看见邻桌上的鱼刺、鸡骨头都扫到咱们眼前来了？
年轻人更快拿出垃圾,拿出,垃圾,我和我这个年龄相仿的男人，比我年龄大，年纪大了。唯一的区别是年轻人更快地拿出垃圾。
度假指南竟藏在支票簿里,去,支票簿,有一本书告诉你应该去哪里度假。它叫做你的支票簿。
老人把一秒定为一年 试图延长寿命,定义,一年,王老汉为了延长自己的寿命，决定把一秒钟定义为一年。
外婆调侃学生孵蛋孵鸡,孵,蛋,初二的时候，我经常听到外婆跟别人说，你下的那20个蛋孵了多少个鸡崽？我的孵了16个
夫妻吸烟致生黑人孩引热议,熏黑,小孩,隔壁的夫妇生了个黑人小孩，胖胖就在旁边对母亲说：“一定是他们夫妇吸烟，不但把自己熏黑了，连小孩也被熏黑了。”
小偷辩解偷窃因商店近家,偷,家,警察问一个被当场抓住的小偷：为什么你偏要到这家商店偷东西？ 小偷回答说：因为这家商店离我的住处很近。你知道，目前社会上非常乱，我不敢过久地离开自己的家。
学生卷子答错因写‘因为4是答案’,写,答案,那卷子很难，特别是最后一题，不仅要写答案，还要写为什么。 我雷人的同桌在卷子上答：是4，因为4是答案。
钢琴牙根黑色引热议,是,牙根,妈妈，你知道谁的牙根是黑色的，而牙齿是白色的？ 不知道，娜佳。你能说说看吗？ 钢琴。
主任误以为铅笔夹在耳朵上,搁,耳朵,主任：你把我批文件的红铅笔搁哪儿去啦？ 秘书：铅笔夹在您自己的耳朵上。 主任：哪只耳朵？快说！
考生考场挑凉快位子被老师点赞,挑,位子,期末考试，大伙都做了小抄。 一屌丝到考场后挑位子。挑了一个很凉快的地。 考完悲催的说，老师也觉得那个地方凉快。 一场考试下来都没动过。
母亲吐槽孩子眼瘦,端详,眼睛,老妈扭过头来，仔细端详了好久，语重心长的说：“眼瘦了。”
新闻量恰报,发生,报纸,令人惊讶的是，每天在世界上发生的新闻数量总是恰好适合报纸。
监狱窗户装铁栏杆竟因房间空荡无物,问,铁栏杆,新人狱的犯人问牢狱的管理员：这里为什么窗户上要装铁栏杆呢？ 这是为了安全。 先生，在这空荡荡的房间里还有什么东西怕偷呢？
闹钟振铃竟‘熄灭’引发网友热议,振铃,闹钟,为什么闹钟在开始振铃时“熄灭”？
男子洗澡竟洗脑引发网络热议,洗,脑,他太秃了，他洗了个澡，洗脑了。
饮料广告引笑谈：越喝越爱喝成陷阱,尝,饮料,“小姐，这种清凉饮料好喝吗？” “绝对好喝！不信，您只要尝一杯，保您越喝越爱喝。” “那我就不买了，省得以后麻烦。”
语法课上学生幽默解读‘我爱你爱他爱’,爱,打死,语法老师：约翰尼，‘我爱，你爱，他爱’这意味着什么？ 一个学生回答：我认为，在这种情况下，总有一个人被打死。
悲观者只看牛奶胆固醇,看到,胆固醇,悲观主义者是一个看着牛奶和蜂蜜的土地，只看到卡路里和胆固醇的人。
买房遇炸药厂惊吓,炸毁,工厂,吉尔去乡下买房，最后他找到了一座比较满意的房子。 这房子正合我意，可对面的工厂有点碍事。吉尔说。 噢，这您不用担心！房主安慰道，这是炸药厂，它随时都可能炸毁。
iPhone7与8时间同步引热议,同步,时间,震惊！我的iPhone7和iPhone8居然时间相同。
男子自嘲跌入谷底实则在挖洞,挖,洞,我以为自己已经跌入谷底，但现在我正在挖洞。
朋友与刺客的背刺真相,捅,刀,朋友和刺客唯一的区别是：刺客在背后捅你一刀，你回头痛苦地说，啊，你是？朋友在背后捅你一刀，你回头惊讶的说，啊，是你！
丈夫称不后悔，妻子反讽后悔娶了我,说,后悔,"丈夫:“我这个人从来不做后悔的事。” 妻子语带嘲讽地说,“那你干吗每次吵架,都说后悔娶了我?”"
中国发达后将需外国翻译文言文,要,文言文,等中国发达了，要老外来翻译文言文。
宠物疗法：摇尾巴舔脸治愈焦虑,摇,尾巴,我的治疗很简单：我摇尾巴舔你的脸，直到你再次对自己感觉良好。
学生误称天使为天屎引全班大笑,掉下,大便,老师问同学什么是天使，一男孩说天上掉下来的大便就是天屎。 于是全班大笑老师无语。
乌鸦自称黑客引发家庭笑谈,叫,黑客,喜鹊来，妈妈说这是喜鸟是客；燕子来，妈妈说这是益鸟是客；乌鸦来，孩子问你也是客人吗？乌鸦叫：Yes，吾乃黑客！
女儿信用卡账单引热议,刺激,账单,“女儿，本月信用卡账单已收到， 刺激欧洲经济非汝一己之力可及，宜审慎量力而为之。”
孩子称算术更易学因仅十个数字,认为,数字,妈妈：蛋娃，上学半年啦，你觉得语文和算术哪门课好学？ 儿子：当然是算术。 妈妈：为啥？ 儿子：语文课生字多，算术只有十个数字。
工资不变应对物价飞涨,飞涨,工资,在物价飞涨的时代，我的工资以不变应万变。
